0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.939618,-0.409387,-0.702038,1.034073,-0.886750,-0.852803,1.024217,-1.439975,-0.713488,-0.879902,-0.162452,0.731031,0.818895,1.465015,1.000000
0.939618,-0.409387,-0.702038,-0.967050,1.127714,-0.852803,-0.976356,0.694456,1.416782,1.322487,0.055892,0.731031,-0.204163,-0.295319,2.000000
0.939618,-0.409387,-0.702038,-0.967050,1.127714,-0.852803,-0.976356,0.694456,1.416782,1.322487,0.055892,0.731031,-0.204163,-0.295319,2.000000
-1.064262,-0.409387,-0.702038,-0.967050,1.127714,1.172604,1.024217,-1.439975,-0.713488,0.475415,-0.981242,1.373438,0.435248,5.755832,0.000000
-1.064262,-0.409387,-0.702038,1.034073,1.127714,1.172604,1.024217,0.694456,1.416782,0.136585,0.383408,0.623964,0.861522,0.786553,2.000000
-1.064262,-0.409387,-0.702038,1.034073,1.127714,1.172604,1.024217,0.694456,1.416782,0.136585,0.383408,0.623964,0.861522,0.786553,2.000000
0.939618,-0.409387,-0.702038,-0.967050,-0.886750,-0.852803,1.024217,0.694456,-0.713488,-0.879902,-0.817484,-2.159796,1.032032,-1.248834,0.000000
-1.064262,-0.409387,1.424425,1.034073,-0.886750,1.172604,-0.976356,0.694456,0.351647,0.306000,-0.162452,0.623964,-0.246790,0.053080,1.000000
0.939618,-0.409387,-0.702038,-0.967050,-0.886750,-0.852803,1.024217,0.694456,1.416782,-0.202244,0.820096,-1.303254,1.202541,-0.111951,0.000000
0.939618,-0.409387,-0.702038,-0.967050,-0.886750,-0.852803,-0.976356,-1.439975,-0.713488,-0.710487,-0.162452,-0.660848,-0.459927,0.456490,0.000000
-1.064262,-0.409387,1.424425,1.034073,1.127714,1.172604,-0.976356,-1.439975,0.351647,0.814244,-0.271624,0.088625,-0.843574,-0.827087,3.000000
-1.064262,-0.409387,1.424425,1.034073,1.127714,1.172604,-0.976356,-1.439975,0.351647,0.814244,-0.271624,0.088625,-0.843574,-0.827087,3.000000
-1.064262,-0.409387,1.424425,1.034073,1.127714,-0.852803,-0.976356,0.694456,-0.713488,0.390707,-1.254172,0.302761,-1.014083,-0.900434,0.000000
-1.064262,2.442676,1.424425,1.034073,-0.886750,1.172604,1.024217,-1.439975,1.416782,2.508389,3.658569,0.195693,-0.715692,0.694869,3.000000
-1.064262,2.442676,1.424425,1.034073,-0.886750,1.172604,1.024217,-1.439975,1.416782,2.508389,3.658569,0.195693,-0.715692,0.694869,3.000000
0.939618,-0.409387,1.424425,1.034073,1.127714,-0.852803,-0.976356,-1.439975,-0.713488,-0.879902,2.239332,0.516896,-0.289418,-0.020267,1.000000
-1.064262,2.442676,-0.702038,1.034073,1.127714,1.172604,-0.976356,0.694456,1.416782,-0.710487,-0.435382,1.373438,0.563130,0.071417,3.000000
-1.064262,2.442676,-0.702038,1.034073,1.127714,1.172604,-0.976356,0.694456,1.416782,-0.710487,-0.435382,1.373438,0.563130,0.071417,3.000000
0.939618,-0.409387,-0.702038,-0.967050,-0.886750,-0.852803,-0.976356,-1.439975,0.351647,-0.879902,1.038440,1.373438,0.946777,0.493164,0.000000
0.939618,-0.409387,-0.702038,-0.967050,-0.886750,-0.852803,-0.976356,-1.439975,-0.713488,-0.879902,-1.527102,-0.874984,0.946777,-0.845424,0.000000
-1.064262,-0.409387,-0.702038,-0.967050,1.127714,1.172604,1.024217,0.694456,-0.713488,-0.202244,1.038440,1.373438,0.008974,-0.698729,1.000000
-1.064262,-0.409387,-0.702038,-0.967050,1.127714,1.172604,1.024217,0.694456,-0.713488,0.729536,-0.708312,0.195693,0.520503,-1.047129,0.000000
0.939618,-0.409387,1.424425,1.034073,-0.886750,-0.852803,1.024217,0.694456,0.351647,0.983658,-0.708312,1.052234,-2.292905,-0.075277,3.000000
0.939618,-0.409387,1.424425,1.034073,-0.886750,-0.852803,1.024217,0.694456,0.351647,0.983658,-0.708312,1.052234,-2.292905,-0.075277,3.000000
-1.064262,-0.409387,-0.702038,-0.967050,-0.886750,1.172604,-0.976356,0.694456,0.351647,-0.032829,-0.817484,1.480505,0.051602,0.493164,0.000000
-1.064262,2.442676,1.424425,-0.967050,1.127714,1.172604,1.024217,0.694456,-0.713488,0.475415,2.566848,1.480505,0.008974,0.438154,3.000000
